Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","177","Puerto Rico","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","14038","Fc","Calculated data"
"QCL","Crops and livestock products","179","Qatar","5419","Yield","15","Wheat","2019","2019","hg/ha","10000","Fc","Calculated data"
"QCL","Crops and livestock products","117","Republic of Korea","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","45520","Fc","Calculated data"
"QCL","Crops and livestock products","117","Republic of Korea","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","68731","Fc","Calculated data"
"QCL","Crops and livestock products","117","Republic of Korea","5419","Yield","236","Soybeans","1970","1970","hg/ha","7852","Fc","Calculated data"
"QCL","Crops and livestock products","117","Republic of Korea","5419","Yield","236","Soybeans","2019","2019","hg/ha","17995","Fc","Calculated data"
"QCL","Crops and livestock products","117","Republic of Korea","5419","Yield","15","Wheat","1970","1970","hg/ha","22600","Fc","Calculated data"
"QCL","Crops and livestock products","117","Republic of Korea","5419","Yield","15","Wheat","2019","2019","hg/ha","37500","Fc","Calculated data"
"QCL","Crops and livestock products","146","Republic of Moldova","5419","Yield","236","Soybeans","2019","2019","hg/ha","17326","Fc","Calculated data"
"QCL","Crops and livestock products","146","Republic of Moldova","5419","Yield","15","Wheat","2019","2019","hg/ha","32596","Fc","Calculated data"
"QCL","Crops and livestock products","183","Romania","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","23348","Fc","Calculated data"
"QCL","Crops and livestock products","183","Romania","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","53203","Fc","Calculated data"
"QCL","Crops and livestock products","183","Romania","5419","Yield","236","Soybeans","1970","1970","hg/ha","11441","Fc","Calculated data"
"QCL","Crops and livestock products","183","Romania","5419","Yield","236","Soybeans","2019","2019","hg/ha","27829","Fc","Calculated data"
"QCL","Crops and livestock products","183","Romania","5419","Yield","15","Wheat","1970","1970","hg/ha","14459","Fc","Calculated data"
"QCL","Crops and livestock products","183","Romania","5419","Yield","15","Wheat","2019","2019","hg/ha","47488","Fc","Calculated data"
"QCL","Crops and livestock products","185","Russian Federation","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","57615","Fc","Calculated data"
"QCL","Crops and livestock products","185","Russian Federation","5419","Yield","236","Soybeans","2019","2019","hg/ha","15727","Fc","Calculated data"
"QCL","Crops and livestock products","185","Russian Federation","5419","Yield","15","Wheat","2019","2019","hg/ha","27016","Fc","Calculated data"
"QCL","Crops and livestock products","184","Rwanda","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","18994","Fc","Calculated data"
"QCL","Crops and livestock products","184","Rwanda","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","39998","Fc","Calculated data"
"QCL","Crops and livestock products","184","Rwanda","5419","Yield","236","Soybeans","1970","1970","hg/ha","8003","Fc","Calculated data"
"QCL","Crops and livestock products","184","Rwanda","5419","Yield","236","Soybeans","2019","2019","hg/ha","5252","Fc","Calculated data"
"QCL","Crops and livestock products","184","Rwanda","5419","Yield","15","Wheat","1970","1970","hg/ha","9000","Fc","Calculated data"
"QCL","Crops and livestock products","184","Rwanda","5419","Yield","15","Wheat","2019","2019","hg/ha","11853","Fc","Calculated data"
"QCL","Crops and livestock products","194","Saudi Arabia","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","30000","Fc","Calculated data"
"QCL","Crops and livestock products","194","Saudi Arabia","5419","Yield","15","Wheat","1970","1970","hg/ha","18571","Fc","Calculated data"
"QCL","Crops and livestock products","194","Saudi Arabia","5419","Yield","15","Wheat","2019","2019","hg/ha","60683","Fc","Calculated data"
"QCL","Crops and livestock products","195","Senegal","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","10284","Fc","Calculated data"
"QCL","Crops and livestock products","195","Senegal","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","33442","Fc","Calculated data"
"QCL","Crops and livestock products","272","Serbia","5419","Yield","236","Soybeans","2019","2019","hg/ha","30540","Fc","Calculated data"
"QCL","Crops and livestock products","272","Serbia","5419","Yield","15","Wheat","2019","2019","hg/ha","43890","Fc","Calculated data"
"QCL","Crops and livestock products","197","Sierra Leone","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","13769","Fc","Calculated data"
"QCL","Crops and livestock products","197","Sierra Leone","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","15745","Fc","Calculated data"
"QCL","Crops and livestock products","199","Slovakia","5419","Yield","236","Soybeans","2019","2019","hg/ha","25139","Fc","Calculated data"
"QCL","Crops and livestock products","199","Slovakia","5419","Yield","15","Wheat","2019","2019","hg/ha","47666","Fc","Calculated data"
"QCL","Crops and livestock products","198","Slovenia","5419","Yield","236","Soybeans","2019","2019","hg/ha","29650","Fc","Calculated data"
"QCL","Crops and livestock products","198","Slovenia","5419","Yield","15","Wheat","2019","2019","hg/ha","52305","Fc","Calculated data"
"QCL","Crops and livestock products","25","Solomon Islands","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","27260","Fc","Calculated data"
"QCL","Crops and livestock products","25","Solomon Islands","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","15126","Fc","Calculated data"
"QCL","Crops and livestock products","201","Somalia","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","28571","Fc","Calculated data"
"QCL","Crops and livestock products","201","Somalia","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","10142","Fc","Calculated data"
"QCL","Crops and livestock products","201","Somalia","5419","Yield","15","Wheat","2019","2019","hg/ha","4007","Fc","Calculated data"
"QCL","Crops and livestock products","202","South Africa","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","15385","Fc","Calculated data"
"QCL","Crops and livestock products","202","South Africa","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","28049","Fc","Calculated data"
"QCL","Crops and livestock products","202","South Africa","5419","Yield","236","Soybeans","1970","1970","hg/ha","5436","Fc","Calculated data"
"QCL","Crops and livestock products","202","South Africa","5419","Yield","236","Soybeans","2019","2019","hg/ha","16021","Fc","Calculated data"
"QCL","Crops and livestock products","202","South Africa","5419","Yield","15","Wheat","1970","1970","hg/ha","7233","Fc","Calculated data"
"QCL","Crops and livestock products","202","South Africa","5419","Yield","15","Wheat","2019","2019","hg/ha","28426","Fc","Calculated data"
"QCL","Crops and livestock products","203","Spain","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","59487","Fc","Calculated data"
"QCL","Crops and livestock products","203","Spain","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","75339","Fc","Calculated data"
"QCL","Crops and livestock products","203","Spain","5419","Yield","236","Soybeans","1970","1970","hg/ha","14938","Fc","Calculated data"
"QCL","Crops and livestock products","203","Spain","5419","Yield","236","Soybeans","2019","2019","hg/ha","32930","Fc","Calculated data"
"QCL","Crops and livestock products","203","Spain","5419","Yield","15","Wheat","1970","1970","hg/ha","10813","Fc","Calculated data"
"QCL","Crops and livestock products","203","Spain","5419","Yield","15","Wheat","2019","2019","hg/ha","31463","Fc","Calculated data"
"QCL","Crops and livestock products","38","Sri Lanka","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","22485","Fc","Calculated data"
"QCL","Crops and livestock products","38","Sri Lanka","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","47954","Fc","Calculated data"
"QCL","Crops and livestock products","38","Sri Lanka","5419","Yield","236","Soybeans","1970","1970","hg/ha","8750","Fc","Calculated data"
"QCL","Crops and livestock products","38","Sri Lanka","5419","Yield","236","Soybeans","2019","2019","hg/ha","24037","Fc","Calculated data"
"QCL","Crops and livestock products","276","Sudan","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","27730","Fc","Calculated data"
"QCL","Crops and livestock products","276","Sudan","5419","Yield","15","Wheat","2019","2019","hg/ha","23908","Fc","Calculated data"
"QCL","Crops and livestock products","206","Sudan (former)","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","11903","Fc","Calculated data"
"QCL","Crops and livestock products","206","Sudan (former)","5419","Yield","15","Wheat","1970","1970","hg/ha","9458","Fc","Calculated data"
"QCL","Crops and livestock products","207","Suriname","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","37156","Fc","Calculated data"
"QCL","Crops and livestock products","207","Suriname","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","45570","Fc","Calculated data"
"QCL","Crops and livestock products","207","Suriname","5419","Yield","236","Soybeans","1970","1970","hg/ha","9667","Fc","Calculated data"
"QCL","Crops and livestock products","207","Suriname","5419","Yield","236","Soybeans","2019","2019","hg/ha","10000","Fc","Calculated data"
"QCL","Crops and livestock products","210","Sweden","5419","Yield","15","Wheat","1970","1970","hg/ha","36341","Fc","Calculated data"
"QCL","Crops and livestock products","210","Sweden","5419","Yield","15","Wheat","2019","2019","hg/ha","74055","Fc","Calculated data"
"QCL","Crops and livestock products","211","Switzerland","5419","Yield","236","Soybeans","2019","2019","hg/ha","31087","Fc","Calculated data"
"QCL","Crops and livestock products","211","Switzerland","5419","Yield","15","Wheat","1970","1970","hg/ha","35664","Fc","Calculated data"
"QCL","Crops and livestock products","211","Switzerland","5419","Yield","15","Wheat","2019","2019","hg/ha","57514","Fc","Calculated data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","18171","Fc","Calculated data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5419","Yield","236","Soybeans","2019","2019","hg/ha","15383","Fc","Calculated data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5419","Yield","15","Wheat","1970","1970","hg/ha","4659","Fc","Calculated data"
"QCL","Crops and livestock products","212","Syrian Arab Republic","5419","Yield","15","Wheat","2019","2019","hg/ha","22927","Fc","Calculated data"
"QCL","Crops and livestock products","208","Tajikistan","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","85882","Fc","Calculated data"
"QCL","Crops and livestock products","208","Tajikistan","5419","Yield","236","Soybeans","2019","2019","hg/ha","4091","Fc","Calculated data"
"QCL","Crops and livestock products","208","Tajikistan","5419","Yield","15","Wheat","2019","2019","hg/ha","31705","Fc","Calculated data"
"QCL","Crops and livestock products","216","Thailand","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","20207","Fc","Calculated data"
"QCL","Crops and livestock products","216","Thailand","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","29188","Fc","Calculated data"
"QCL","Crops and livestock products","216","Thailand","5419","Yield","236","Soybeans","1970","1970","hg/ha","8750","Fc","Calculated data"
"QCL","Crops and livestock products","216","Thailand","5419","Yield","236","Soybeans","2019","2019","hg/ha","16665","Fc","Calculated data"
"QCL","Crops and livestock products","216","Thailand","5419","Yield","15","Wheat","2019","2019","hg/ha","10860","Fc","Calculated data"
"QCL","Crops and livestock products","176","Timor-Leste","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","17933","Fc","Calculated data"
"QCL","Crops and livestock products","176","Timor-Leste","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","32028","Fc","Calculated data"
"QCL","Crops and livestock products","176","Timor-Leste","5419","Yield","236","Soybeans","1970","1970","hg/ha","7143","Fc","Calculated data"
"QCL","Crops and livestock products","176","Timor-Leste","5419","Yield","236","Soybeans","2019","2019","hg/ha","14839","Fc","Calculated data"
"QCL","Crops and livestock products","217","Togo","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","5829","Fc","Calculated data"
"QCL","Crops and livestock products","217","Togo","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","16398","Fc","Calculated data"
"QCL","Crops and livestock products","217","Togo","5419","Yield","236","Soybeans","2019","2019","hg/ha","4472","Fc","Calculated data"
"QCL","Crops and livestock products","220","Trinidad and Tobago","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","27521","Fc","Calculated data"
"QCL","Crops and livestock products","220","Trinidad and Tobago","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","5000","Fc","Calculated data"
"QCL","Crops and livestock products","222","Tunisia","5419","Yield","15","Wheat","1970","1970","hg/ha","5767","Fc","Calculated data"
"QCL","Crops and livestock products","222","Tunisia","5419","Yield","15","Wheat","2019","2019","hg/ha","22395","Fc","Calculated data"
"QCL","Crops and livestock products","223","Turkey","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","40409","Fc","Calculated data"
"QCL","Crops and livestock products","223","Turkey","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","79102","Fc","Calculated data"
"QCL","Crops and livestock products","223","Turkey","5419","Yield","236","Soybeans","1970","1970","hg/ha","10909","Fc","Calculated data"
"QCL","Crops and livestock products","223","Turkey","5419","Yield","236","Soybeans","2019","2019","hg/ha","42499","Fc","Calculated data"
"QCL","Crops and livestock products","223","Turkey","5419","Yield","15","Wheat","1970","1970","hg/ha","11701","Fc","Calculated data"
"QCL","Crops and livestock products","223","Turkey","5419","Yield","15","Wheat","2019","2019","hg/ha","27811","Fc","Calculated data"
"QCL","Crops and livestock products","213","Turkmenistan","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","7594","Fc","Calculated data"
"QCL","Crops and livestock products","213","Turkmenistan","5419","Yield","15","Wheat","2019","2019","hg/ha","16667","Fc","Calculated data"
"QCL","Crops and livestock products","226","Uganda","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","7323","Fc","Calculated data"
"QCL","Crops and livestock products","226","Uganda","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","28425","Fc","Calculated data"
"QCL","Crops and livestock products","226","Uganda","5419","Yield","236","Soybeans","1970","1970","hg/ha","10870","Fc","Calculated data"
"QCL","Crops and livestock products","226","Uganda","5419","Yield","236","Soybeans","2019","2019","hg/ha","5833","Fc","Calculated data"
"QCL","Crops and livestock products","226","Uganda","5419","Yield","15","Wheat","1970","1970","hg/ha","19800","Fc","Calculated data"
"QCL","Crops and livestock products","226","Uganda","5419","Yield","15","Wheat","2019","2019","hg/ha","15500","Fc","Calculated data"
"QCL","Crops and livestock products","230","Ukraine","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","51971","Fc","Calculated data"
"QCL","Crops and livestock products","230","Ukraine","5419","Yield","236","Soybeans","2019","2019","hg/ha","22933","Fc","Calculated data"
"QCL","Crops and livestock products","230","Ukraine","5419","Yield","15","Wheat","2019","2019","hg/ha","41566","Fc","Calculated data"
"QCL","Crops and livestock products","229","United Kingdom of Great Britain and Northern Ireland","5419","Yield","15","Wheat","1970","1970","hg/ha","41939","Fc","Calculated data"
"QCL","Crops and livestock products","229","United Kingdom of Great Britain and Northern Ireland","5419","Yield","15","Wheat","2019","2019","hg/ha","89345","Fc","Calculated data"
"QCL","Crops and livestock products","215","United Republic of Tanzania","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","8742","Fc","Calculated data"
"QCL","Crops and livestock products","215","United Republic of Tanzania","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","33013","Fc","Calculated data"
"QCL","Crops and livestock products","215","United Republic of Tanzania","5419","Yield","236","Soybeans","1970","1970","hg/ha","2400","Fc","Calculated data"
"QCL","Crops and livestock products","215","United Republic of Tanzania","5419","Yield","236","Soybeans","2019","2019","hg/ha","11997","Fc","Calculated data"
"QCL","Crops and livestock products","215","United Republic of Tanzania","5419","Yield","15","Wheat","1970","1970","hg/ha","9500","Fc","Calculated data"
"QCL","Crops and livestock products","215","United Republic of Tanzania","5419","Yield","15","Wheat","2019","2019","hg/ha","15029","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","51763","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","83735","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","236","Soybeans","1970","1970","hg/ha","17941","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","236","Soybeans","2019","2019","hg/ha","31890","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","15","Wheat","1970","1970","hg/ha","20865","Fc","Calculated data"
"QCL","Crops and livestock products","231","United States of America","5419","Yield","15","Wheat","2019","2019","hg/ha","34748","Fc","Calculated data"
"QCL","Crops and livestock products","234","Uruguay","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","38836","Fc","Calculated data"
"QCL","Crops and livestock products","234","Uruguay","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","82759","Fc","Calculated data"
"QCL","Crops and livestock products","234","Uruguay","5419","Yield","236","Soybeans","1970","1970","hg/ha","10000","Fc","Calculated data"
"QCL","Crops and livestock products","234","Uruguay","5419","Yield","236","Soybeans","2019","2019","hg/ha","29275","Fc","Calculated data"
"QCL","Crops and livestock products","234","Uruguay","5419","Yield","15","Wheat","1970","1970","hg/ha","11533","Fc","Calculated data"
"QCL","Crops and livestock products","234","Uruguay","5419","Yield","15","Wheat","2019","2019","hg/ha","36673","Fc","Calculated data"
"QCL","Crops and livestock products","228","USSR","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","34000","Fc","Calculated data"
"QCL","Crops and livestock products","228","USSR","5419","Yield","236","Soybeans","1970","1970","hg/ha","6911","Fc","Calculated data"
"QCL","Crops and livestock products","228","USSR","5419","Yield","15","Wheat","1970","1970","hg/ha","14372","Fc","Calculated data"
"QCL","Crops and livestock products","235","Uzbekistan","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","48466","Fc","Calculated data"
"QCL","Crops and livestock products","235","Uzbekistan","5419","Yield","236","Soybeans","2019","2019","hg/ha","35037","Fc","Calculated data"
"QCL","Crops and livestock products","235","Uzbekistan","5419","Yield","15","Wheat","2019","2019","hg/ha","46493","Fc","Calculated data"
"QCL","Crops and livestock products","236","Venezuela (Bolivarian Republic of)","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","17369","Fc","Calculated data"
"QCL","Crops and livestock products","236","Venezuela (Bolivarian Republic of)","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","42707","Fc","Calculated data"
"QCL","Crops and livestock products","236","Venezuela (Bolivarian Republic of)","5419","Yield","236","Soybeans","2019","2019","hg/ha","9519","Fc","Calculated data"
"QCL","Crops and livestock products","236","Venezuela (Bolivarian Republic of)","5419","Yield","15","Wheat","1970","1970","hg/ha","3775","Fc","Calculated data"
"QCL","Crops and livestock products","236","Venezuela (Bolivarian Republic of)","5419","Yield","15","Wheat","2019","2019","hg/ha","26384","Fc","Calculated data"
"QCL","Crops and livestock products","237","Viet Nam","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","21534","Fc","Calculated data"
"QCL","Crops and livestock products","237","Viet Nam","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","58165","Fc","Calculated data"
"QCL","Crops and livestock products","237","Viet Nam","5419","Yield","236","Soybeans","1970","1970","hg/ha","5379","Fc","Calculated data"
"QCL","Crops and livestock products","237","Viet Nam","5419","Yield","236","Soybeans","2019","2019","hg/ha","15304","Fc","Calculated data"
"QCL","Crops and livestock products","249","Yemen","5419","Yield","15","Wheat","1970","1970","hg/ha","9102","Fc","Calculated data"
"QCL","Crops and livestock products","249","Yemen","5419","Yield","15","Wheat","2019","2019","hg/ha","17459","Fc","Calculated data"
"QCL","Crops and livestock products","248","Yugoslav SFR","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","41403","Fc","Calculated data"
"QCL","Crops and livestock products","248","Yugoslav SFR","5419","Yield","236","Soybeans","1970","1970","hg/ha","13021","Fc","Calculated data"
"QCL","Crops and livestock products","248","Yugoslav SFR","5419","Yield","15","Wheat","1970","1970","hg/ha","20687","Fc","Calculated data"
"QCL","Crops and livestock products","251","Zambia","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","4079","Fc","Calculated data"
"QCL","Crops and livestock products","251","Zambia","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","12038","Fc","Calculated data"
"QCL","Crops and livestock products","251","Zambia","5419","Yield","236","Soybeans","2019","2019","hg/ha","14336","Fc","Calculated data"
"QCL","Crops and livestock products","251","Zambia","5419","Yield","15","Wheat","1970","1970","hg/ha","10100","Fc","Calculated data"
"QCL","Crops and livestock products","251","Zambia","5419","Yield","15","Wheat","2019","2019","hg/ha","66877","Fc","Calculated data"
"QCL","Crops and livestock products","181","Zimbabwe","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","17834","Fc","Calculated data"
"QCL","Crops and livestock products","181","Zimbabwe","5419","Yield","27","Rice, paddy","2019","2019","hg/ha","599","Fc","Calculated data"
"QCL","Crops and livestock products","181","Zimbabwe","5419","Yield","236","Soybeans","1970","1970","hg/ha","19107","Fc","Calculated data"
"QCL","Crops and livestock products","181","Zimbabwe","5419","Yield","236","Soybeans","2019","2019","hg/ha","13333","Fc","Calculated data"
"QCL","Crops and livestock products","181","Zimbabwe","5419","Yield","15","Wheat","1970","1970","hg/ha","35326","Fc","Calculated data"
"QCL","Crops and livestock products","181","Zimbabwe","5419","Yield","15","Wheat","2019","2019","hg/ha","15891","Fc","Calculated data"
